voyage_id,route_name,vessel_class,vessel_category,fuel_type,speed_knots,distance_nm,cargo_load_factor,displacement_ton,wind_speed_knots,wind_direction_deg,wave_height_m,days_since_drydock,transit_time_hours,port_dwell_time_hours,propulsion_power_kw,engine_load_ratio,added_resistance_pct,is_overloaded,use_shore_power,port_power_source,grid_electricity_kwh,me_fuel_consumed_kg,aux_fuel_transit_kg,port_fuel_consumed_kg,total_fuel_consumed_kg,observed_fuel_consumed_kg,fuel_cost_usd,total_energy_cost_usd,carbon_tax_usd_per_ton,carbon_tax_usd,total_voyage_cost_usd,ttw_co2_emissions_kg,wtw_co2e_emissions_kg,cii_rating_g_co2_dwt_nm
VOY-00760,Singapore - Port Klang (Feeder Hop),Bulk_Capesize,Bulk Carrier,Ammonia,16.1,203.7,0.659,142606.6,18.0,30.3,2.23,366,12.65,43.4,26682.1,1.0,24.22,True,False,Auxiliary_Engine,0.0,127759.7,5604.0,16380.4,149744.0,152805.7,142256.84,142256.84,40.0,640.15,142896.99,0.0,16003.6,0.0
VOY-00761,Custom_Charter_Route,Container_Panamax,Container,LNG,18.79,1962.4,0.802,76543.9,10.6,146.4,1.15,371,104.43,43.3,22633.6,0.539,9.73,False,True,Shore_Power_AMP,109281.4,338271.9,53765.6,0.0,392037.6,393194.3,313630.07,333650.72,180.0,233288.5,566939.22,1078103.4,1296047.2,8.079
VOY-00762,Custom_Charter_Route,Container_ULCV,Container,HFO,15.48,4145.7,0.379,118845.8,2.8,95.6,0.5,684,267.81,22.4,16094.8,0.23,11.29,False,True,Shore_Power_AMP,97320.8,846134.8,242059.3,0.0,1088194.1,1070867.8,652916.46,670784.2,80.0,320711.23,991495.43,3388636.4,4008890.4,4.192
VOY-00763,Custom_Charter_Route,Bulk_Capesize,Bulk Carrier,Methanol,12.17,7945.1,0.597,131456.1,13.6,116.4,1.77,267,652.77,34.6,10015.3,0.607,13.87,False,True,Shore_Power_AMP,30037.3,2304036.7,263595.6,0.0,2567632.4,2574052.7,2696013.99,2701770.7,80.0,93347.9,2795118.6,3530494.5,1166848.7,2.469
VOY-00764,Custom_Charter_Route,Bulk_Capesize,Bulk Carrier,LNG,9.92,930.6,0.379,92221.5,16.7,174.5,1.43,401,93.83,13.2,4188.7,0.254,11.48,False,False,Auxiliary_Engine,0.0,64828.8,13964.3,1876.4,80669.5,77235.4,64535.61,64535.61,80.0,20583.84,85119.45,221841.2,257298.0,1.324
VOY-00765,Singapore - Rotterdam,Container_Panamax,Container,HFO,11.4,8380.2,0.902,83353.8,13.0,79.1,1.66,370,735.42,57.9,5613.6,0.134,15.32,False,True,Shore_Power_AMP,146310.5,889495.8,477293.2,0.0,1366788.9,1393303.8,820073.36,846759.26,180.0,907987.97,1754747.23,4256180.7,5044377.6,7.469
VOY-00766,Dubai (Jebel Ali) - Mumbai (Nhava Sheva),Container_Feeder,Container,LNG,15.59,1132.7,0.818,39302.6,16.7,169.2,1.39,493,72.65,43.7,9129.1,0.507,12.51,False,True,Shore_Power_AMP,62115.8,99357.2,21162.3,0.0,120519.5,114125.7,96415.57,107946.41,40.0,16370.65,124317.06,331428.5,409266.3,8.606
VOY-00767,Ras Tanura - Singapore (Crude Tanker),Tanker_Aframax,Tanker,Methanol,9.81,3472.6,0.741,104171.3,11.3,140.8,1.07,631,353.81,13.1,4642.4,0.344,13.11,False,False,Auxiliary_Engine,0.0,642928.8,164982.8,5027.5,812939.1,781907.0,853586.1,853586.1,120.0,44456.77,898042.88,1117791.3,370473.1,2.799
VOY-00768,Dubai (Jebel Ali) - Mumbai (Nhava Sheva),Bulk_Capesize,Bulk Carrier,Methanol,14.8,1148.6,0.395,95150.7,10.1,162.4,1.02,628,77.62,37.6,14351.3,0.87,12.62,False,True,Shore_Power_AMP,32678.6,386585.3,28766.9,0.0,415352.2,412128.7,436119.81,442351.96,180.0,35878.75,478230.71,571109.3,199326.4,2.762
VOY-00769,Custom_Charter_Route,Container_ULCV,Container,LNG,22.96,10388.4,0.787,198442.4,13.3,175.9,1.65,215,452.39,13.5,73800.4,1.0,11.07,True,False,Auxiliary_Engine,0.0,4602074.2,398034.6,9610.6,5009719.5,5135572.7,4007775.57,4007775.57,0.0,0.0,4007775.57,13776728.5,16026777.5,6.801
VOY-00770,Tokyo - Busan (Regional),Container_Panamax,Container,Ammonia,15.24,583.3,0.929,85165.8,32.2,134.0,3.46,146,38.28,41.8,15715.0,0.374,33.14,False,True,Shore_Power_AMP,105696.6,242220.9,54624.6,0.0,296845.6,304429.4,282003.27,301378.65,250.0,18946.54,320325.19,0.0,75786.2,0.0
VOY-00771,Singapore - Port Klang (Feeder Hop),Bulk_Handysize,Bulk Carrier,HFO,11.29,224.8,0.493,27237.9,26.7,162.3,2.34,45,19.91,33.0,3031.4,0.421,14.03,False,True,Shore_Power_AMP,19539.2,11606.2,2580.0,0.0,14186.2,14161.3,8511.74,12378.8,180.0,10656.84,23035.64,44176.0,59204.7,5.171
VOY-00772,Custom_Charter_Route,Bulk_Capesize,Bulk Carrier,Ammonia,14.47,627.1,0.877,181869.7,10.7,77.8,0.78,237,43.33,25.7,19554.7,1.0,6.51,True,True,Shore_Power_AMP,22339.4,320665.2,20856.1,0.0,341521.3,357339.7,324445.28,328816.38,40.0,1978.86,330795.24,0.0,49471.5,0.0
VOY-00773,Tokyo - Busan (Regional),Container_Panamax,Container,Methanol,22.9,572.9,0.793,75900.5,25.4,19.9,2.69,315,25.02,21.0,49646.0,1.0,33.8,True,False,Auxiliary_Engine,0.0,434045.5,31736.1,21503.2,487284.7,511370.3,511648.97,511648.97,80.0,19133.49,530782.45,670016.5,239168.6,17.199
VOY-00774,Dubai (Jebel Ali) - Mumbai (Nhava Sheva),Tanker_Aframax,Tanker,Methanol,12.51,1043.2,0.771,107673.1,16.6,57.1,1.72,60,83.36,52.9,9807.0,0.726,12.76,False,False,Auxiliary_Engine,0.0,286938.3,39327.1,20350.3,346615.7,349282.3,363946.51,363946.51,0.0,0.0,363946.51,476596.6,174801.1,3.973
VOY-00775,Ras Tanura - Singapore (Crude Tanker),Bulk_Capesize,Bulk Carrier,HFO,15.81,3989.3,0.366,89820.9,19.5,49.2,2.0,289,252.29,41.4,18013.5,1.0,20.41,True,True,Shore_Power_AMP,35944.9,789913.2,45340.7,0.0,835253.8,841717.2,501152.29,507972.37,120.0,367480.26,875452.63,2600980.4,3062335.5,3.622
VOY-00776,Shenzhen - Los Angeles (Transpacific),Tanker_Aframax,Tanker,HFO,15.53,6135.9,0.407,65768.1,18.3,20.5,1.79,389,395.13,14.1,14374.4,1.0,20.15,True,True,Shore_Power_AMP,13378.8,999245.9,78895.3,0.0,1078141.2,1057505.3,646884.71,649642.91,250.0,985074.83,1634717.73,3357331.7,3940299.3,4.758
VOY-00777,Custom_Charter_Route,Container_Panamax,Container,LNG,12.92,9834.7,0.749,72949.1,9.4,40.6,0.99,579,761.45,27.3,7336.4,0.175,13.12,False,False,Auxiliary_Engine,0.0,967716.8,384246.6,11310.0,1363273.4,1348185.9,1090618.72,1090618.72,80.0,348590.83,1439209.55,3749001.9,4357385.4,5.606
VOY-00778,Custom_Charter_Route,Container_Feeder,Container,HFO,11.45,2472.5,0.623,32671.7,17.8,98.7,2.07,163,215.93,50.5,3306.2,0.184,16.37,False,False,Auxiliary_Engine,0.0,154567.9,70843.7,14321.8,239733.4,235235.1,143840.03,143840.03,180.0,156123.07,299963.1,746529.8,867350.4,8.88
VOY-00779,Custom_Charter_Route,Container_Panamax,Container,Methanol,23.28,6682.8,0.637,65290.5,16.4,104.2,1.67,718,287.03,14.2,42408.5,1.0,20.19,True,False,Auxiliary_Engine,0.0,4253287.9,342624.0,14607.9,4610519.8,4496174.1,4841045.76,4841045.76,40.0,83529.85,4924575.61,6339464.7,2088246.2,13.95
VOY-00780,Custom_Charter_Route,Container_Feeder,Container,LNG,10.75,2991.9,0.784,38155.2,15.6,61.2,0.5,32,278.27,53.2,2702.8,0.15,3.61,False,True,Shore_Power_AMP,75657.9,138313.2,80040.1,0.0,218353.3,219731.5,174682.64,188651.06,40.0,29099.22,217750.29,600471.6,727480.6,5.903
VOY-00781,Custom_Charter_Route,Container_Panamax,Container,Ammonia,17.63,8838.5,0.661,66941.1,11.6,107.4,0.79,691,501.33,30.9,17583.1,0.419,12.88,False,True,Shore_Power_AMP,77943.2,3479110.3,646490.6,0.0,4125600.9,4157938.8,3919320.83,3933700.61,80.0,41975.24,3975675.86,0.0,524690.5,0.0
VOY-00782,Hamburg - New York (Transatlantic),Tanker_Aframax,Tanker,LNG,14.38,3800.9,0.584,86187.1,9.9,131.2,1.12,131,264.24,18.7,12085.7,0.895,6.14,False,True,Shore_Power_AMP,17692.0,454841.3,46837.7,0.0,501679.0,501036.4,401343.22,404877.77,250.0,403023.96,807901.73,1379617.3,1612095.8,3.156
VOY-00783,Tokyo - Busan (Regional),Container_Panamax,Container,LNG,16.64,558.9,0.47,53971.9,15.4,69.0,1.87,287,33.58,30.3,13280.1,0.316,16.95,False,True,Shore_Power_AMP,76467.0,69932.3,15130.1,0.0,85062.4,84733.5,68049.91,82163.97,40.0,12050.28,94214.26,233921.6,301257.1,6.155
VOY-00784,Custom_Charter_Route,Bulk_Handysize,Bulk Carrier,HFO,14.72,4564.6,0.357,22062.5,3.6,117.5,0.85,229,310.04,48.7,5433.0,0.755,6.05,False,False,Auxiliary_Engine,0.0,300533.3,37840.3,5747.3,344120.8,348452.8,206472.5,206472.5,120.0,150355.26,356827.76,1071592.3,1252960.5,6.178
VOY-00785,Custom_Charter_Route,Bulk_Capesize,Bulk Carrier,HFO,15.68,4756.6,0.876,181666.6,11.3,152.2,2.08,24,303.32,17.7,26363.2,1.0,12.95,True,True,Shore_Power_AMP,15407.8,1389866.8,67023.7,0.0,1456890.5,1450232.4,874134.3,877257.7,250.0,1330876.32,2208134.02,4536757.0,5323505.3,5.299
VOY-00786,Custom_Charter_Route,Container_ULCV,Container,HFO,16.88,5903.2,0.794,199746.9,7.4,169.5,1.23,645,349.63,40.5,30386.3,0.434,14.55,False,False,Auxiliary_Engine,0.0,1866365.0,374645.0,35116.3,2276126.4,2282696.1,1365675.82,1365675.82,80.0,663123.11,2028798.93,7087857.5,8289038.9,6.157
VOY-00787,Tokyo - Busan (Regional),Bulk_Handysize,Bulk Carrier,HFO,12.33,591.8,0.967,45247.3,24.7,89.3,2.66,446,48.01,54.7,6303.7,0.876,29.86,False,False,Auxiliary_Engine,0.0,54151.7,7474.3,6463.6,68089.6,67486.8,40853.75,40853.75,80.0,19605.0,60458.74,212030.9,245062.5,9.428
VOY-00788,Custom_Charter_Route,Container_ULCV,Container,HFO,18.29,9871.9,0.611,164186.1,8.4,155.1,1.0,565,539.6,37.1,33091.3,0.473,11.75,False,True,Shore_Power_AMP,160980.9,3091630.1,538432.8,0.0,3630062.9,3527637.5,2178037.73,2207364.3,250.0,3327725.57,5535089.88,11304015.8,13310902.3,5.872
VOY-00789,Shenzhen - Los Angeles (Transpacific),Bulk_Handysize,Bulk Carrier,LNG,12.29,6128.3,0.701,35127.8,7.0,167.7,0.5,131,498.7,18.4,4174.3,0.58,2.76,False,False,Auxiliary_Engine,0.0,313047.5,57883.4,1789.5,372720.3,389037.4,298176.26,298176.26,250.0,297974.95,596151.21,1024980.9,1191899.8,4.401
VOY-00790,Custom_Charter_Route,Bulk_Handysize,Bulk Carrier,HFO,15.92,6389.7,0.423,24557.0,9.0,47.3,0.93,146,401.46,31.3,7374.2,1.0,6.08,True,True,Shore_Power_AMP,18551.3,539666.4,50451.3,0.0,590117.7,578808.2,354070.61,357759.85,40.0,86439.16,444199.01,1837626.5,2160979.0,7.568
VOY-00791,Custom_Charter_Route,Tanker_Aframax,Tanker,HFO,15.6,7630.8,0.96,129393.1,10.1,173.7,1.15,321,489.07,31.1,20739.9,1.0,8.85,True,True,Shore_Power_AMP,29494.2,1784508.3,121517.7,0.0,1906026.0,1939249.8,1143615.62,1149274.58,180.0,1254276.5,2403551.08,5935365.1,6968202.8,6.764
VOY-00792,Santos - Rotterdam (Agri-Bulk),Bulk_Handysize,Bulk Carrier,Methanol,11.39,5778.6,0.907,42947.8,10.4,61.1,0.92,16,507.5,56.7,3850.1,0.535,4.2,False,True,Shore_Power_AMP,33569.0,734906.0,157351.2,0.0,892257.3,889777.0,936870.16,943262.58,180.0,74568.96,1017831.54,1226853.8,414272.0,5.587
VOY-00793,Santos - Rotterdam (Agri-Bulk),Bulk_Handysize,Bulk Carrier,LNG,13.39,5165.3,0.797,38781.2,16.0,38.9,2.03,176,385.64,46.2,6633.3,0.921,18.07,False,True,Shore_Power_AMP,27356.5,378688.8,46443.9,0.0,425132.7,444775.0,340106.2,345380.36,250.0,342705.06,688085.42,1169115.1,1370820.2,5.956
VOY-00794,Custom_Charter_Route,Bulk_Handysize,Bulk Carrier,LNG,9.59,1518.2,0.598,31207.4,16.9,163.1,2.83,230,158.38,28.3,2227.2,0.309,25.0,False,True,Shore_Power_AMP,16742.1,58962.6,17641.9,0.0,76604.5,76938.7,61283.57,64647.15,40.0,10059.85,74707.0,210662.3,251496.3,3.651
VOY-00795,Dubai (Jebel Ali) - Mumbai (Nhava Sheva),Container_Panamax,Container,Methanol,17.01,1089.3,0.377,47642.2,29.3,83.5,3.5,638,64.04,41.1,16453.5,0.392,47.56,False,False,Auxiliary_Engine,0.0,393294.8,68490.9,42190.5,503976.3,502391.8,529175.09,529175.09,40.0,10632.62,539807.71,692967.4,265815.6,9.355
VOY-00796,Tokyo - Busan (Regional),Bulk_Capesize,Bulk Carrier,HFO,11.86,541.5,0.379,92272.7,2.8,61.9,0.5,61,45.65,48.2,6557.9,0.397,1.99,False,True,Shore_Power_AMP,41866.6,55435.8,8253.7,0.0,63689.5,64290.5,38213.7,46099.69,0.0,0.0,46099.69,198329.1,248376.0,2.035
VOY-00797,Ras Tanura - Singapore (Crude Tanker),Container_ULCV,Container,Ammonia,22.16,3807.6,0.928,225955.8,21.2,45.1,2.53,693,171.83,46.3,87083.4,1.0,33.75,True,False,Auxiliary_Engine,0.0,5455817.3,421239.3,87377.9,5964434.4,6093599.7,5666212.73,5666212.73,120.0,84629.61,5750842.34,0.0,705246.8,0.0
VOY-00798,Shanghai - Rotterdam (Suez),Container_ULCV,Container,Hydrogen,24.5,10490.5,0.861,212969.0,10.1,47.8,1.2,340,428.2,43.5,93898.8,1.0,11.02,True,True,Shore_Power_AMP,188877.0,2272333.1,158820.0,0.0,2431153.1,2382083.6,10210843.16,10245191.02,0.0,0.0,10245191.02,0.0,193330.9,0.0
VOY-00799,Dubai (Jebel Ali) - Mumbai (Nhava Sheva),Container_ULCV,Container,Methanol,22.47,1119.4,0.571,156424.6,19.3,37.2,1.99,231,49.81,29.4,63675.9,0.91,19.81,False,True,Shore_Power_AMP,127601.3,1064793.3,99523.8,0.0,1164317.1,1168981.1,1222532.96,1245851.19,250.0,143107.8,1388958.99,1600936.0,572431.2,7.334
VOY-00800,Dubai (Jebel Ali) - Mumbai (Nhava Sheva),Container_Feeder,Container,Methanol,16.62,1062.9,0.525,29334.3,6.3,81.0,0.5,478,63.95,46.4,8766.5,0.487,8.4,False,False,Auxiliary_Engine,0.0,209016.5,41009.7,26744.1,276770.3,281088.4,290608.85,290608.85,0.0,0.0,290608.85,380559.2,149284.9,10.531
VOY-00801,Custom_Charter_Route,Tanker_Aframax,Tanker,HFO,15.0,8483.7,0.877,119817.1,13.5,159.4,1.35,88,565.77,16.8,17127.3,1.0,6.59,True,True,Shore_Power_AMP,15923.5,1704781.5,136419.1,0.0,1841200.6,1787112.2,1104720.36,1107936.59,120.0,807171.98,1915108.57,5733498.7,6726433.1,5.877
VOY-00802,Hamburg - New York (Transatlantic),Container_Feeder,Container,LNG,14.19,3913.5,0.83,39724.4,21.0,9.8,2.21,247,275.71,26.3,7653.2,0.425,24.13,False,False,Auxiliary_Engine,0.0,325628.3,80690.2,6147.5,412466.1,399499.8,329972.85,329972.85,180.0,237082.5,567055.36,1134281.7,1317125.0,8.525
VOY-00803,Tokyo - Busan (Regional),Bulk_Handysize,Bulk Carrier,Methanol,15.4,537.6,0.542,29111.5,14.4,5.1,1.55,219,34.92,18.9,8017.1,1.0,13.74,True,True,Shore_Power_AMP,11211.4,103861.6,9400.5,0.0,113262.1,109150.3,118925.2,121293.25,0.0,0.0,121293.25,155735.4,55228.3,7.623
VOY-00804,Santos - Rotterdam (Agri-Bulk),Tanker_Aframax,Tanker,Methanol,9.81,5361.0,0.401,65068.9,3.7,35.7,0.5,372,546.43,14.8,3197.7,0.237,6.75,False,False,Auxiliary_Engine,0.0,729762.0,221452.7,5701.3,956916.0,980073.9,1004761.81,1004761.81,250.0,108971.49,1113733.3,1315759.5,435885.9,2.134
VOY-00805,Santos - Rotterdam (Agri-Bulk),Bulk_Handysize,Bulk Carrier,LNG,10.96,5718.6,0.935,44016.5,7.6,166.9,0.5,505,521.91,58.6,3625.9,0.504,8.34,False,False,Auxiliary_Engine,0.0,290590.2,66117.2,5695.1,362402.4,353530.3,289921.95,289921.95,80.0,92570.0,382491.95,996606.7,1157125.0,4.586
VOY-00806,Singapore - Port Klang (Feeder Hop),Tanker_Aframax,Tanker,LNG,11.67,195.5,0.511,77788.7,12.6,2.9,2.25,711,16.75,24.9,7270.6,0.539,27.87,False,False,Auxiliary_Engine,0.0,17860.5,2880.1,3873.8,24614.4,25502.7,19691.49,19691.49,40.0,3080.91,22772.4,67689.5,77022.8,3.01
VOY-00807,Hedland - Qingdao (Iron Ore Bulk),Container_Panamax,Container,HFO,14.29,3240.8,0.895,82842.0,44.4,73.9,5.08,301,226.86,39.0,17525.6,0.417,83.47,False,True,Shore_Power_AMP,98447.6,721089.7,146833.0,0.0,867922.6,847675.7,520753.58,538824.14,80.0,256426.21,795250.36,2702711.1,3205327.7,12.264
VOY-00808,Hedland - Qingdao (Iron Ore Bulk),Bulk_Capesize,Bulk Carrier,HFO,12.83,3565.1,0.743,157697.2,18.1,128.5,1.53,271,277.95,13.8,12925.7,0.783,11.22,False,True,Shore_Power_AMP,12017.9,610737.1,58425.5,0.0,669162.5,649401.8,401497.52,404010.74,40.0,97880.4,501891.14,2083772.1,2447010.0,3.247
VOY-00809,Custom_Charter_Route,Container_Feeder,Container,HFO,14.72,6476.6,0.94,43446.4,10.1,170.0,1.36,379,439.91,15.6,8129.8,0.452,11.32,False,False,Auxiliary_Engine,0.0,663505.5,162772.0,4414.4,830691.9,821896.0,498415.14,498415.14,80.0,242372.75,740787.89,2586774.6,3029659.3,11.747
VOY-00810,Custom_Charter_Route,Container_ULCV,Container,HFO,21.19,10521.1,0.674,176434.3,4.5,173.6,0.5,190,496.59,19.7,50071.3,0.715,3.77,False,True,Shore_Power_AMP,85472.7,4084983.9,508117.8,0.0,4593101.7,4630196.2,2755861.01,2771596.09,250.0,4199325.2,6970921.29,14302918.7,16797300.8,6.972
VOY-00811,Custom_Charter_Route,Bulk_Capesize,Bulk Carrier,HFO,16.33,7877.3,0.41,97737.3,20.4,41.1,2.56,343,482.47,51.3,22424.8,1.0,28.7,True,True,Shore_Power_AMP,44527.6,1880502.2,88422.0,0.0,1968924.2,1997842.0,1181354.53,1189719.5,250.0,1800873.47,2990592.97,6131230.0,7203493.9,4.324
VOY-00812,Custom_Charter_Route,Container_Feeder,Container,Methanol,10.75,10969.7,0.842,40111.7,27.4,50.0,3.34,589,1020.7,37.3,3962.4,0.22,47.1,False,True,Shore_Power_AMP,53027.0,1730505.4,741667.8,0.0,2472173.1,2490892.9,2595781.81,2605676.67,120.0,135915.38,2741592.05,3399238.1,1132628.2,9.114
VOY-00813,Hedland - Qingdao (Iron Ore Bulk),Container_ULCV,Container,Ammonia,24.57,3591.6,0.623,166574.9,24.4,61.7,2.79,685,146.17,48.3,99632.9,1.0,37.56,True,True,Shore_Power_AMP,209801.4,5310138.7,319169.0,0.0,5629307.8,5519050.8,5347842.38,5385956.63,120.0,90628.97,5476585.6,0.0,755241.5,0.0
VOY-00814,Hamburg - New York (Transatlantic),Bulk_Capesize,Bulk Carrier,HFO,11.53,3904.6,0.454,105681.6,32.0,81.7,3.86,693,338.55,47.5,10096.7,0.612,56.05,False,False,Auxiliary_Engine,0.0,591340.0,63253.8,8230.4,662824.2,674080.0,397694.49,397694.49,180.0,434681.4,832375.9,2064034.4,2414896.7,2.937
VOY-00815,Ras Tanura - Singapore (Crude Tanker),Container_Feeder,Container,LNG,11.03,3429.7,0.724,36116.0,15.2,11.3,1.89,98,311.04,13.5,3134.1,0.174,15.54,False,False,Auxiliary_Engine,0.0,175213.8,87433.5,3142.8,265790.2,268320.2,212632.16,212632.16,0.0,0.0,212632.16,730923.1,849114.4,6.268
VOY-00816,Hedland - Qingdao (Iron Ore Bulk),Bulk_Capesize,Bulk Carrier,Ammonia,13.22,3611.3,0.828,172971.9,27.2,2.7,2.87,274,273.09,49.7,18585.7,1.0,37.22,True,False,Auxiliary_Engine,0.0,1920901.5,129073.2,18752.4,2068727.1,2084710.4,1965290.72,1965290.72,180.0,44279.45,2009570.17,0.0,245997.0,0.0
VOY-00817,Shenzhen - Los Angeles (Transpacific),Tanker_Aframax,Tanker,LNG,15.91,6325.2,0.743,104489.6,10.5,154.1,1.6,200,397.6,45.6,19393.6,1.0,10.74,True,True,Shore_Power_AMP,43199.5,1116698.2,75070.1,0.0,1191768.3,1183028.5,953414.64,961540.56,120.0,459608.93,1421149.49,3277362.8,3830074.4,4.506
VOY-00818,Singapore - Rotterdam,Bulk_Handysize,Bulk Carrier,HFO,12.92,8519.6,0.385,23132.0,9.8,89.9,0.5,145,659.28,35.1,3704.4,0.514,3.61,False,False,Auxiliary_Engine,0.0,454034.4,81487.5,4142.6,539664.5,526101.2,323798.69,323798.69,40.0,78702.2,402500.89,1680515.2,1967554.9,5.191
VOY-00819,Custom_Charter_Route,Container_ULCV,Container,Methanol,24.67,4679.4,0.792,199457.7,19.0,77.4,2.33,172,189.65,31.9,99974.6,1.0,20.88,True,False,Auxiliary_Engine,0.0,6461650.2,413365.5,56254.1,6931269.8,7041634.3,7277833.32,7277833.32,80.0,253688.52,7531521.84,9530496.0,3171106.5,10.445
VOY-00820,Dubai (Jebel Ali) - Mumbai (Nhava Sheva),Bulk_Capesize,Bulk Carrier,LNG,11.12,1152.1,0.536,120569.2,9.6,0.7,0.95,288,103.64,45.1,6878.1,0.417,8.73,False,False,Auxiliary_Engine,0.0,107754.3,16509.7,6433.7,130697.7,129387.1,104558.13,104558.13,180.0,74760.73,179318.86,359418.6,415337.4,1.733
VOY-00821,Custom_Charter_Route,Tanker_Aframax,Tanker,Methanol,10.3,4664.4,0.409,66019.1,7.3,43.1,0.7,515,452.88,48.1,3854.3,0.286,10.15,False,True,Shore_Power_AMP,45536.1,706071.4,184212.4,0.0,890283.8,863032.5,934797.98,943344.48,0.0,0.0,943344.48,1224140.2,417931.4,2.282
VOY-00822,Custom_Charter_Route,Bulk_Handysize,Bulk Carrier,HFO,10.09,364.1,0.424,24614.2,7.3,152.1,0.5,366,36.07,29.3,1888.5,0.262,6.31,False,True,Shore_Power_AMP,17340.6,14234.5,4535.6,0.0,18770.1,18648.7,11262.04,14733.35,180.0,13518.03,28251.37,58450.0,75100.2,4.225
VOY-00823,Ras Tanura - Singapore (Crude Tanker),Bulk_Capesize,Bulk Carrier,Methanol,11.67,3748.6,0.635,138371.9,19.9,57.7,1.81,461,321.27,29.9,9680.0,0.587,20.72,False,False,Auxiliary_Engine,0.0,1100728.9,131762.1,10541.8,1243032.8,1238000.4,1305184.39,1305184.39,0.0,0.0,1305184.39,1709170.0,569115.9,2.533
VOY-00824,Santos - Rotterdam (Agri-Bulk),Bulk_Capesize,Bulk Carrier,Ammonia,12.78,5166.0,0.352,87424.7,22.4,19.3,3.01,468,404.38,46.7,10765.9,0.652,38.94,False,True,Shore_Power_AMP,40597.2,1628402.0,157290.8,0.0,1785692.7,1708040.7,1696408.1,1704065.6,120.0,27565.21,1731630.81,0.0,229710.1,0.0
VOY-00825,Singapore - Port Klang (Feeder Hop),Bulk_Handysize,Bulk Carrier,Methanol,9.7,225.5,0.374,22704.6,10.1,57.1,1.32,644,23.24,54.8,1739.6,0.242,16.37,False,False,Auxiliary_Engine,0.0,17433.7,5815.6,13182.0,36431.2,36577.9,38252.78,38252.78,0.0,0.0,38252.78,50092.9,28587.4,5.847
VOY-00826,Custom_Charter_Route,Container_Feeder,Container,HFO,14.72,5021.2,0.967,44375.5,27.1,59.2,3.23,421,341.2,52.2,10483.0,0.582,41.71,False,True,Shore_Power_AMP,74125.1,637846.0,127480.0,0.0,765326.0,741417.9,459195.6,472888.12,250.0,705401.86,1178289.98,2383225.2,2821607.4,13.96
VOY-00827,Custom_Charter_Route,Tanker_Aframax,Tanker,Methanol,13.04,10720.5,0.627,91091.2,4.1,90.4,1.21,268,822.22,13.4,9595.9,0.711,9.06,False,False,Auxiliary_Engine,0.0,2772708.1,366620.2,5172.7,3144500.9,3153984.3,3301725.96,3301725.96,180.0,255565.82,3557291.78,4323688.8,1419810.1,3.507
VOY-00828,Singapore - Rotterdam,Bulk_Handysize,Bulk Carrier,Methanol,14.27,7885.9,0.755,37183.4,21.6,142.6,2.38,569,552.73,31.0,8187.8,1.0,24.01,True,False,Auxiliary_Engine,0.0,1678993.2,161970.2,7454.8,1848418.2,1834690.1,1940839.11,1940839.11,0.0,0.0,1940839.11,2541575.0,838683.8,8.481
VOY-00829,Custom_Charter_Route,Container_Panamax,Container,HFO,12.41,5826.5,0.916,84319.4,13.2,72.8,2.08,425,469.64,39.1,7640.4,0.182,20.68,False,False,Auxiliary_Engine,0.0,750286.0,306369.7,19703.0,1076358.7,1066697.2,645815.2,645815.2,180.0,705266.7,1351081.91,3351780.9,3918148.4,8.46
VOY-00830,Custom_Charter_Route,Container_ULCV,Container,Methanol,12.41,4505.2,0.704,182233.3,10.8,175.0,1.04,693,362.93,58.0,11268.8,0.161,13.64,False,True,Shore_Power_AMP,251735.0,1730241.5,764661.9,0.0,2494903.4,2450880.2,2619648.57,2665310.86,120.0,146203.9,2811514.76,3430492.2,1218365.8,3.905
VOY-00831,Hamburg - New York (Transatlantic),Bulk_Handysize,Bulk Carrier,LNG,12.84,3804.3,0.716,35707.1,9.3,13.4,0.99,523,296.4,14.6,5261.3,0.731,12.44,False,True,Shore_Power_AMP,8636.1,229321.1,34607.8,0.0,263929.0,270222.1,211143.17,213047.67,180.0,152613.79,365661.46,725804.7,847854.4,5.021
VOY-00832,Dubai (Jebel Ali) - Mumbai (Nhava Sheva),Container_Feeder,Container,LNG,12.69,1129.8,0.738,36605.0,35.3,31.9,4.18,237,89.03,28.8,6856.8,0.381,64.37,False,True,Shore_Power_AMP,40939.2,96050.1,25166.0,0.0,121216.1,122949.4,96972.91,104691.97,40.0,16137.94,120829.91,333344.4,403448.5,8.678
VOY-00833,Hamburg - New York (Transatlantic),Container_Feeder,Container,LNG,18.77,3853.0,0.828,39656.3,8.7,20.0,0.5,701,205.28,56.8,16019.4,0.89,12.49,False,False,Auxiliary_Engine,0.0,473731.9,60031.4,13245.0,547008.2,566271.4,437606.59,437606.59,250.0,436116.53,873723.12,1504272.7,1744466.1,11.483
VOY-00834,Hamburg - New York (Transatlantic),Tanker_Aframax,Tanker,LNG,14.32,3623.1,0.725,102355.5,11.8,59.0,1.13,97,253.01,44.2,13493.3,1.0,7.1,False,True,Shore_Power_AMP,41847.8,494349.5,47428.8,0.0,541778.3,546342.9,433422.61,441305.21,40.0,69983.7,511288.91,1489890.2,1749592.6,3.576
